name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,class_simple
Yamato 81014,29075,Valid,L6,8.36,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81021,29082,Valid,CO3,7.78,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81022,29083,Valid,CO3,3.12,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81023,29084,Valid,CO3,9.58,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81028,29089,Valid,LL4,4.21,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81029,29090,Valid,LL4,3.5,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81032,29093,Valid,H5,9.68,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81035,29096,Valid,H6,3.73,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81036,29097,Valid,H5,3.47,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81038,29099,Valid,H4,2.01,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81041,29102,Valid,H4,3.54,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81042,29103,Valid,H5,0.49,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81043,29104,Valid,L6,1.26,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81045,29106,Valid,H4,5.89,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81046,29107,Valid,H4,1.23,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81047,29108,Valid,H4,3.24,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81048,29109,Valid,H4,2.41,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81052,29113,Valid,Stone-uncl,3.94,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81053,29114,Valid,H6,8.43,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81054,29115,Valid,L6,1.08,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81055,29116,Valid,L6,1.87,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81056,29117,Valid,H4-6,3.47,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81057,29118,Valid,H5,7.85,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81061,29122,Valid,H5,8.56,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81062,29123,Valid,L5,4.39,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81063,29124,Valid,H4,1.97,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81064,29125,Valid,H4,6.85,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81065,29126,Valid,H4,3.11,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81066,29127,Valid,H3,2.21,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81068,29129,Valid,CO3,1.65,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81069,29130,Valid,L5,1.42,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81071,29132,Valid,L4,6.01,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81072,29133,Valid,L4,8.04,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81073,29134,Valid,L4,0.76,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81074,29135,Valid,L6,1.42,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81077,29138,Valid,L4,5.99,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81078,29139,Valid,L4,3.4,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81079,29140,Valid,L4,2.26,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81080,29141,Valid,L4,2.61,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81082,29143,Valid,L4,9.39,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81090,29151,Valid,L4,2.46,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81092,29153,Valid,H4,0.7,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81093,29154,Valid,L4,0.71,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81094,29155,Valid,L4,1.83,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81095,29156,Valid,L4,1.25,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81104,29165,Valid,L4,9.9,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81110,29171,Valid,L4,4.89,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81118,29179,Valid,L6,6.55,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81119,29180,Valid,L4,1.47,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81120,29181,Valid,L6,4.15,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81121,29182,Valid,L4,1.31,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81122,29183,Valid,H4,1.08,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81123,29184,Valid,H4,1.58,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81125,29186,Valid,H4,2.58,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81126,29187,Valid,L6,5.11,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81128,29189,Valid,H5,6.53,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81129,29190,Valid,H5,1.59,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 81130,29191,Valid,H5,0.72,Found,1981.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82003,29197,Valid,Iron,1.38,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Iron
Yamato 82004,29198,Valid,CO3,2.48,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82005,29199,Valid,L5,8.44,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82006,29200,Valid,L3,5.35,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82008,29202,Valid,H4,4.27,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82009,29203,Valid,Eucrite-pmict,6.25,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82010,29204,Valid,Eucrite,7.38,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82012,29206,Valid,H4,2.08,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82013,29207,Valid,H5,0.16,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82014,29208,Valid,L5,3.3,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82015,29209,Valid,Eucrite-pmict,3.85,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82016,29210,Valid,H6,4.65,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82018,29212,Valid,H5,3.68,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82023,29217,Valid,H4,8.2,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82025,29219,Valid,L5,6.81,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82028,29222,Valid,L5,4.14,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82029,29223,Valid,H4,4.92,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82030,29224,Valid,H4,2.91,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82031,29225,Valid,H4,5.14,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82032,29226,Valid,H4,6.39,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82039,29233,Valid,H4,3.31,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82046,29240,Valid,H5,7.51,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82048,29242,Valid,L3,1.59,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82051,29245,Valid,LL6,3.76,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82064,29258,Valid,H4,4.93,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82078,29272,Valid,H4,6.17,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82086,29280,Valid,H4,1.28,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82087,29281,Valid,H4,4.4,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82088,29282,Valid,L7,2.38,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82089,29283,Valid,L6,2.21,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82090,29284,Valid,CM2,3.31,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82097,29291,Valid,L6,1.4,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82099,29293,Valid,CM2,4.93,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82104,29298,Valid,CK5,9.83,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82108,29302,Valid,LL3,0.26,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82109,29303,Valid,L6,6.31,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82112,29306,Valid,H6,9.14,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82113,29307,Valid,H6,8.13,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82114,29308,Valid,L6,0.14,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82115,29309,Valid,L6,1.13,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82117,29311,Valid,H6,4.14,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82118,29312,Valid,H6,3.28,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82119,29313,Valid,H6,6.79,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82120,29314,Valid,H6,4.16,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82121,29315,Valid,H6,3.96,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82123,29317,Valid,H6,7.99,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82124,29318,Valid,L6,3.88,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82125,29319,Valid,L6,5.38,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82129,29323,Valid,H6,6.0,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82134,29328,Valid,L6,8.9,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82135,29329,Valid,L6,1.13,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82138,29332,Valid,L6,8.8,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82139,29333,Valid,L6,2.68,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82140,29334,Valid,H5-6,2.1,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82141,29335,Valid,L6,2.9,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82142,29336,Valid,L6,5.48,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82143,29337,Valid,L6,9.32,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82146,29340,Valid,L6,1.08,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82148,29342,Valid,L6,5.47,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82150,29344,Valid,L6,9.18,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82151,29345,Valid,L3,5.83,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82152,29346,Valid,L6,7.35,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82154,29348,Valid,L6,3.11,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82155,29349,Valid,L6,8.15,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82158,29352,Valid,L6,3.92,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82159,29353,Valid,L6,5.04,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82160,29354,Valid,H4,3.08,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82168,29362,Valid,L6,7.61,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82169,29363,Valid,L6,1.5,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82170,29364,Valid,L6,3.17,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82172,29366,Valid,H6,3.2,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82173,29367,Valid,L6,2.11,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82174,29368,Valid,L6,3.28,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82175,29369,Valid,L6,2.32,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82176,29370,Valid,L6,0.96,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82184,29378,Valid,H6,4.79,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82190,29384,Valid,LL6,1.7,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82194,29388,Valid,L6,0.75,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82196,29390,Valid,L6,3.6,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82197,29391,Valid,Eucrite,5.29,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82199,29393,Valid,LL6,3.8,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82200,29394,Valid,H5,3.39,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82201,29395,Valid,LL6,2.03,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82203,29397,Valid,H4,7.37,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82204,29398,Valid,H4,6.34,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82205,29399,Valid,H3,8.09,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82206,29400,Valid,L6,1.55,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82207,29401,Valid,L6,1.45,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 82208,29402,Valid,H3,5.31,Found,1982.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8302,29407,Valid,H4,7.79,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8303,29408,Valid,H5,3.57,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8305,29410,Valid,H5,2.6,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8307,29412,Valid,Achondrite-ung,3.37,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8308,29413,Valid,L6,8.32,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8312,29417,Valid,H5,5.94,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8313,29418,Valid,L6,3.41,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8314,29419,Valid,H5,5.3,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8315,29420,Valid,L6,5.22,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8317,29422,Valid,H4,6.91,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8318,29423,Valid,H4,3.78,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8319,29424,Valid,H4,2.83,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8320,29425,Valid,H4,6.3,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8321,29426,Valid,H4,1.33,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8322,29427,Valid,H4,1.14,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8323,29428,Valid,H4,3.41,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8324,29429,Valid,H4,2.85,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8325,29430,Valid,H5,1.64,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8326,29431,Valid,H5,1.34,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8327,29432,Valid,H5,1.8,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8328,29433,Valid,H5,0.36,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8329,29434,Valid,H5,3.28,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8330,29435,Valid,H5,0.14,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8331,29436,Valid,H5,2.44,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8332,29437,Valid,H5,0.57,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8333,29438,Valid,H5,0.01,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8334,29439,Valid,H3,0.55,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8335,29440,Valid,H4,3.06,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8336,29441,Valid,L6,1.73,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8337,29442,Valid,H4,3.56,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8338,29443,Valid,H4,6.66,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8339,29444,Valid,CO3,1.34,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8341,29446,Valid,L3,1.94,Found,1983.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8402,29449,Valid,L4,4.39,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8403,29450,Valid,CM2,2.51,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8412,29459,Valid,CM2,5.63,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8413,29460,Valid,Eucrite,0.66,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8415,29462,Valid,L6,5.17,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8417,29464,Valid,L3,8.18,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8419,29466,Valid,L6,4.77,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8422,29469,Valid,L6,2.24,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8423,29470,Valid,H4,7.9,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8424,29471,Valid,OC,9.46,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8425,29472,Valid,H6,7.4,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8428,29475,Valid,H6,3.65,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8430,29477,Valid,H4,4.5,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8431,29478,Valid,H5,1.35,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8432,29479,Valid,H5,6.07,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8433,29480,Valid,H5,2.76,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8436,29483,Valid,H4,3.7,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8437,29484,Valid,H4,1.56,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8438,29485,Valid,H4,1.89,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8440,29487,Valid,H4,4.11,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8441,29488,Valid,H4,2.13,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8442,29489,Valid,H4,4.25,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8443,29490,Valid,H4,6.06,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8444,29491,Valid,H4,0.2,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8445,29492,Valid,H4,4.99,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8447,29494,Valid,H4,5.86,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8452,29499,Valid,CM2,3.29,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8455,29502,Valid,H4,1.06,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8456,29503,Valid,L6,3.23,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8458,29505,Valid,H5,6.05,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 8459,29506,Valid,L6,5.72,Found,1984.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86001,29507,Valid,L6,6.43,Found,1986.0,-71.83333,35.5,"(-71.83333, 35.5)",Chondrite
Yamato 86002,29508,Valid,H5,3.48,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86003,29509,Valid,L6,4.33,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86006,29512,Valid,Eucrite,6.47,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86010,29516,Valid,L6,4.2,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86011,29517,Valid,H5,9.13,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86012,29518,Valid,L6,9.97,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86013,29519,Valid,L6,5.43,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86014,29520,Valid,L6,6.24,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86015,29521,Valid,CM2,4.64,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86016,29522,Valid,H4,9.01,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86020,29526,Valid,L6,8.69,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86021,29527,Valid,L6,7.95,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86022,29528,Valid,L6,4.8,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86023,29529,Valid,L6,4.77,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86024,29530,Valid,L6,4.7,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86025,29531,Valid,L6,4.08,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86026,29532,Valid,L6,2.44,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86027,29533,Valid,L6,2.21,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
Yamato 86028,29534,Valid,C6,3.92,Found,1986.0,-71.5,35.66667,"(-71.5, 35.66667)",Chondrite
